area,rank_gs,title,rate_gs,rank_pc,rate_pc,rank_ss,rate_ss,rate,rank,new_rank
Autonomous vehicles,76.0,collision avoidance and stabilization for autonomous vehicles in emergency scenarios,4.0,201.0,1.0,88.0,4.0,2.8,129.6,39
Autonomous vehicles,86.0,"the travel and environmental implications of shared autonomous vehicles, using agent-based model scenarios",4.0,201.0,1.0,86.0,4.0,2.8,132.0,40
Autonomous vehicles,94.0,applied artificial intelligence and trust—the case of autonomous vehicles and medical assistance devices,4.0,201.0,1.0,90.0,4.0,2.8,135.60000000000002,41
Autonomous vehicles,18.0,autonomous vehicles: no drivers required,5.0,201.0,1.0,181.0,3.0,2.8,140.10000000000002,42
Autonomous vehicles,20.0,autonomous vehicles: the future of automobiles,5.0,201.0,1.0,185.0,3.0,2.8,141.9,43
Autonomous vehicles,201.0,accelerating 3d deep learning with pytorch3d,1.0,2.0,5.0,201.0,1.0,2.5999999999999996,121.39999999999999,44
Autonomous vehicles,201.0,commands 4 autonomous vehicles (c4av) workshop summary,1.0,3.0,5.0,201.0,1.0,2.5999999999999996,121.8,45
Autonomous vehicles,201.0,lgsvl simulator: a high fidelity simulator for autonomous driving,1.0,5.0,5.0,201.0,1.0,2.5999999999999996,122.6,46
Autonomous vehicles,201.0,neural circuit policies enabling auditable autonomy,1.0,6.0,5.0,201.0,1.0,2.5999999999999996,123.0,47
Autonomous vehicles,201.0,learning interaction-aware guidance policies for motion planning in dense traffic scenarios,1.0,7.0,5.0,201.0,1.0,2.5999999999999996,123.39999999999999,48
Autonomous vehicles,201.0,deep multi-agent reinforcement learning for highway on-ramp merging in mixed traffic,1.0,8.0,5.0,201.0,1.0,2.5999999999999996,123.8,49
Autonomous vehicles,201.0,"loam_livox: a fast, robust, high-precision lidar odometry and mapping package for lidars of small fov",1.0,9.0,5.0,201.0,1.0,2.5999999999999996,124.19999999999999,50
Autonomous vehicles,201.0,lidar-camera calibration using 3d-3d point correspondences,1.0,10.0,5.0,201.0,1.0,2.5999999999999996,124.6,51
Autonomous vehicles,201.0,on the importance of stereo for accurate depth estimation: an efficient semi-supervised deep neural network approach,1.0,11.0,5.0,201.0,1.0,2.5999999999999996,125.0,52
Autonomous vehicles,201.0,joint 3d proposal generation and object detection from view aggregation,1.0,12.0,5.0,201.0,1.0,2.5999999999999996,125.39999999999999,53
Autonomous vehicles,201.0,simulation to scaled city: zero-shot policy transfer for traffic control via autonomous vehicles,1.0,13.0,5.0,201.0,1.0,2.5999999999999996,125.8,54
Autonomous vehicles,201.0,flow: a modular learning framework for autonomy in traffic,1.0,14.0,5.0,201.0,1.0,2.5999999999999996,126.19999999999999,55
Autonomous vehicles,201.0,gaussian yolov3: an accurate and fast object detector using localization uncertainty for autonomous driving,1.0,15.0,5.0,201.0,1.0,2.5999999999999996,126.6,56
Autonomous vehicles,201.0,rangenet++: fast and accurate lidar semantic segmentation,1.0,16.0,5.0,201.0,1.0,2.5999999999999996,127.0,57
Autonomous vehicles,201.0,joint monocular 3d vehicle detection and tracking,1.0,17.0,5.0,201.0,1.0,2.5999999999999996,127.39999999999999,58
Autonomous vehicles,201.0,"dynaslam: tracking, mapping and inpainting in dynamic scenes",1.0,18.0,5.0,201.0,1.0,2.5999999999999996,127.8,59
Autonomous vehicles,201.0,benchmarking 6dof outdoor visual localization in changing conditions,1.0,19.0,5.0,201.0,1.0,2.5999999999999996,128.2,60
Autonomous vehicles,201.0,argoverse: 3d tracking and forecasting with rich maps,1.0,20.0,5.0,201.0,1.0,2.5999999999999996,128.6,61
Autonomous vehicles,201.0,leaf: a benchmark for federated settings,1.0,21.0,5.0,201.0,1.0,2.5999999999999996,129.0,62
Autonomous vehicles,201.0,end-to-end lane shape prediction with transformers,1.0,22.0,5.0,201.0,1.0,2.5999999999999996,129.39999999999998,63
Autonomous vehicles,201.0,keep your eyes on the lane: real-time attention-guided lane detection,1.0,23.0,5.0,201.0,1.0,2.5999999999999996,129.8,64
Autonomous vehicles,201.0,trafficpredict: trajectory prediction for heterogeneous traffic-agents,1.0,24.0,5.0,201.0,1.0,2.5999999999999996,130.2,65
Autonomous vehicles,201.0,sparse and noisy lidar completion with rgb guidance and uncertainty,1.0,25.0,5.0,201.0,1.0,2.5999999999999996,130.6,66
Autonomous vehicles,201.0,sparse and noisy lidar completion with rgb guidance anduncertainty,1.0,26.0,5.0,201.0,1.0,2.5999999999999996,131.0,67
Autonomous vehicles,201.0,"latte: accelerating lidar point cloud annotation via sensor fusion, one-click annotation, and tracking",1.0,27.0,5.0,201.0,1.0,2.5999999999999996,131.39999999999998,68
Autonomous vehicles,201.0,embedded real-time stereo estimation via semi-global matching on the gpu,1.0,28.0,5.0,201.0,1.0,2.5999999999999996,131.8,69
Autonomous vehicles,201.0,social-stgcnn: a social spatio-temporal graph convolutional neural network for human trajectory prediction,1.0,29.0,5.0,201.0,1.0,2.5999999999999996,132.2,70
Autonomous vehicles,201.0,centerfusion: center-based radar and camera fusion for 3d object detection,1.0,30.0,5.0,201.0,1.0,2.5999999999999996,132.6,71
Autonomous vehicles,201.0,ford multi-av seasonal dataset,1.0,31.0,5.0,201.0,1.0,2.5999999999999996,133.0,72
Autonomous vehicles,201.0,counterfactual multi-agent policy gradients,1.0,32.0,5.0,201.0,1.0,2.5999999999999996,133.39999999999998,73
Autonomous vehicles,201.0,avp-slam: semantic visual mapping and localization for autonomous vehicles in the parking lot,1.0,33.0,5.0,201.0,1.0,2.5999999999999996,133.8,74
Autonomous vehicles,201.0,self-supervised 3d keypoint learning for ego-motion estimation,1.0,34.0,5.0,201.0,1.0,2.5999999999999996,134.2,75
Autonomous vehicles,201.0,multi-scale interaction for real-time lidar data segmentation on an embedded platform,1.0,35.0,5.0,201.0,1.0,2.5999999999999996,134.6,76
Autonomous vehicles,201.0,expecting the unexpected: training detectors for unusual pedestrians with adversarial imposters,1.0,36.0,5.0,201.0,1.0,2.5999999999999996,135.0,77
Autonomous vehicles,201.0,deep dual-resolution networks for real-time and accurate semantic segmentation of road scenes,1.0,37.0,5.0,201.0,1.0,2.5999999999999996,135.39999999999998,78
Autonomous vehicles,201.0,categorical depth distribution network for monocular 3d object detection,1.0,38.0,5.0,201.0,1.0,2.5999999999999996,135.8,79
Autonomous vehicles,201.0,"lift, splat, shoot: encoding images from arbitrary camera rigs by implicitly unprojecting to 3d",1.0,39.0,5.0,201.0,1.0,2.5999999999999996,136.2,80
Autonomous vehicles,201.0,persistent map saving for visual localization for autonomous vehicles: an orb-slam extension,1.0,40.0,5.0,201.0,1.0,2.5999999999999996,136.6,81
Autonomous vehicles,49.0,killing by autonomous vehicles and the legal doctrine of necessity,4.0,201.0,1.0,121.0,3.0,2.5,131.4,82
Autonomous vehicles,61.0,a rawlsian algorithm for autonomous vehicles,4.0,201.0,1.0,116.0,3.0,2.5,133.5,83
Autonomous vehicles,109.0,situation awareness in future autonomous vehicles: beware of the unexpected,3.0,201.0,1.0,68.0,4.0,2.5,133.5,84
Autonomous vehicles,105.0,a field study of pedestrians and autonomous vehicles,3.0,201.0,1.0,79.0,4.0,2.5,135.6,85
Autonomous vehicles,138.0,a new car-following model for autonomous vehicles flow with mean expected velocity field,3.0,201.0,1.0,48.0,4.0,2.5,136.20000000000002,86
Autonomous vehicles,117.0,pedestrian perception of autonomous vehicles with external interacting features,3.0,201.0,1.0,74.0,4.0,2.5,137.7,87
Autonomous vehicles,102.0,autonomous vehicles: developing a public health research agenda to frame the future of transportation policy,3.0,201.0,1.0,98.0,4.0,2.5,140.4,88
Autonomous vehicles,60.0,autonomous vehicles and energy impacts: a scenario analysis,4.0,201.0,1.0,143.0,3.0,2.5,141.3,89
Autonomous vehicles,75.0,privacy implications and liability issues of autonomous vehicles,4.0,201.0,1.0,131.0,3.0,2.5,142.2,90
Autonomous vehicles,127.0,safe driving envelopes for path tracking in autonomous vehicles,3.0,201.0,1.0,81.0,4.0,2.5,142.8,91
Autonomous vehicles,82.0,p2v and v2p communication for pedestrian warning on the basis of autonomous vehicles,4.0,201.0,1.0,132.0,3.0,2.5,144.6,92
Autonomous vehicles,50.0,autonomous intersection management for semi-autonomous vehicles,4.0,201.0,1.0,170.0,3.0,2.5,146.4,93
Autonomous vehicles,65.0,responsibility for crashes of autonomous vehicles: an ethical analysis,4.0,201.0,1.0,156.0,3.0,2.5,146.7,94
Autonomous vehicles,145.0,safe driving envelopes for path tracking in autonomous vehicles,3.0,201.0,1.0,81.0,4.0,2.5,148.20000000000002,95
Autonomous vehicles,59.0,stip: spatio-temporal intersection protocols for autonomous vehicles,4.0,201.0,1.0,183.0,3.0,2.5,153.0,96
Autonomous vehicles,91.0,sue my car not me: products liability and accidents involving autonomous vehicles,4.0,201.0,1.0,194.0,3.0,2.5,165.9,97
Autonomous vehicles,165.0,youtube av 50k: an annotated corpus for comments in autonomous vehicles,3.0,183.0,3.0,201.0,1.0,2.4,183.0,98
Autonomous vehicles,183.0,youtube av 50k: an annotated corpus for comments in autonomous vehicles,3.0,183.0,3.0,201.0,1.0,2.4,188.39999999999998,99
Autonomous vehicles,201.0,"can autonomous vehicles identify, recover from, and adapt to distribution shifts?",1.0,41.0,4.0,201.0,1.0,2.2,137.0,100
Autonomous vehicles,201.0,robust lane detection from continuous driving scenes using deep neural networks,1.0,42.0,4.0,201.0,1.0,2.2,137.39999999999998,101
Autonomous vehicles,201.0,shapeshifter: robust physical adversarial attack on faster r-cnn object detector,1.0,43.0,4.0,201.0,1.0,2.2,137.8,102
Autonomous vehicles,201.0,3d-mininet: learning a 2d representation from point clouds for fast and efficient 3d lidar semantic segmentation,1.0,44.0,4.0,201.0,1.0,2.2,138.2,103
Autonomous vehicles,201.0,counterfactual policy evaluation for decision-making in autonomous driving,1.0,45.0,4.0,201.0,1.0,2.2,138.6,104
Autonomous vehicles,201.0,emergent road rules in multi-agent driving environments,1.0,46.0,4.0,201.0,1.0,2.2,139.0,105
Autonomous vehicles,201.0,seeing through fog without seeing fog: deep multimodal sensor fusion in unseen adverse weather,1.0,47.0,4.0,201.0,1.0,2.2,139.39999999999998,106
Autonomous vehicles,201.0,multi-agent imitation learning for driving simulation,1.0,48.0,4.0,201.0,1.0,2.2,139.8,107
Autonomous vehicles,201.0,predicting semantic map representations from images using pyramid occupancy networks,1.0,49.0,4.0,201.0,1.0,2.2,140.2,108
Autonomous vehicles,201.0,stgat: modeling spatial-temporal interactions for human trajectory prediction,1.0,50.0,4.0,201.0,1.0,2.2,140.6,109
Autonomous vehicles,201.0,leveraging shape completion for 3d siamese tracking,1.0,51.0,4.0,201.0,1.0,2.2,141.0,110
Autonomous vehicles,201.0,"computer vision for autonomous vehicles: problems, datasets and state-of-the-art",1.0,201.0,1.0,1.0,5.0,2.2,141.0,111
Autonomous vehicles,201.0,socially compliant navigation through raw depth inputs with generative adversarial imitation learning,1.0,52.0,4.0,201.0,1.0,2.2,141.39999999999998,112
Autonomous vehicles,201.0,collaborative motion prediction via neural motion message passing,1.0,53.0,4.0,201.0,1.0,2.2,141.8,113
Autonomous vehicles,201.0,what have we learned? a review of stated preference and choice studies on autonomous vehicles,1.0,201.0,1.0,4.0,5.0,2.2,141.89999999999998,114
Autonomous vehicles,201.0,safe trajectory generation for complex urban environments using spatio-temporal semantic corridor,1.0,54.0,4.0,201.0,1.0,2.2,142.2,115
Autonomous vehicles,201.0,a systematic review of perception system and simulators for autonomous vehicles research,1.0,201.0,1.0,6.0,5.0,2.2,142.5,116
Autonomous vehicles,201.0,enhanced free space detection in multiple lanes based on single cnn with scene identification,1.0,55.0,4.0,201.0,1.0,2.2,142.6,117
Autonomous vehicles,201.0,"a review on safety failures, security attacks, and available countermeasures for autonomous vehicles",1.0,201.0,1.0,7.0,5.0,2.2,142.79999999999998,118
Autonomous vehicles,201.0,evaluating the safety impact of connected and autonomous vehicles on motorways.,1.0,201.0,1.0,8.0,5.0,2.2,143.1,119
Autonomous vehicles,201.0,sequential place learning: heuristic-free high-performance long-term place recognition,1.0,57.0,4.0,201.0,1.0,2.2,143.39999999999998,120
Autonomous vehicles,201.0,deepseqslam: a trainable cnn+rnn for joint global description and sequence-based place recognition,1.0,58.0,4.0,201.0,1.0,2.2,143.8,121
Autonomous vehicles,201.0,"the impact of adverse weather conditions on autonomous vehicles: how rain, snow, fog, and hail affect the performance of a self-driving car",1.0,201.0,1.0,11.0,5.0,2.2,144.0,122
Autonomous vehicles,201.0,deepsocial: social distancing monitoring and infection risk assessment in covid-19 pandemic,1.0,59.0,4.0,201.0,1.0,2.2,144.2,123
Autonomous vehicles,201.0,precog: prediction conditioned on goals in visual multi-agent settings,1.0,60.0,4.0,201.0,1.0,2.2,144.6,124
Autonomous vehicles,201.0,shared autonomous vehicles and their potential impacts on household vehicle ownership: an exploratory empirical assessment,1.0,201.0,1.0,14.0,5.0,2.2,144.89999999999998,125
Autonomous vehicles,201.0,what-if motion prediction for autonomous driving,1.0,61.0,4.0,201.0,1.0,2.2,145.0,126
Autonomous vehicles,201.0,advanced planning for autonomous vehicles using reinforcement learning and deep inverse reinforcement learning,1.0,201.0,1.0,15.0,5.0,2.2,145.2,127
Autonomous vehicles,201.0,detecting adversarial attacks on neural network policies with visual foresight,1.0,62.0,4.0,201.0,1.0,2.2,145.39999999999998,128
Autonomous vehicles,201.0,constrained control of autonomous underwater vehicles based on command optimization and disturbance estimation,1.0,201.0,1.0,16.0,5.0,2.2,145.5,129
Autonomous vehicles,201.0,a blockchain framework for securing connected and autonomous vehicles,1.0,201.0,1.0,17.0,5.0,2.2,145.79999999999998,130
Autonomous vehicles,201.0,attentional pointnet for 3d-object detection in point clouds,1.0,63.0,4.0,201.0,1.0,2.2,145.8,131
Autonomous vehicles,201.0,"understanding autonomous vehicles: a systematic literature review on capability, impact, planning and policy",1.0,201.0,1.0,18.0,5.0,2.2,146.1,132
Autonomous vehicles,201.0,lane detection and classification using cascaded cnns,1.0,64.0,4.0,201.0,1.0,2.2,146.2,133
Autonomous vehicles,201.0,connected and autonomous vehicles: a cyber-risk classification framework,1.0,201.0,1.0,19.0,5.0,2.2,146.39999999999998,134
Autonomous vehicles,201.0,gndnet: fast ground plane estimation and point cloud segmentation for autonomous vehicles,1.0,65.0,4.0,201.0,1.0,2.2,146.6,135
Autonomous vehicles,201.0,gsnet: joint vehicle pose and shape reconstruction with geometrical and scene-aware supervision,1.0,66.0,4.0,201.0,1.0,2.2,147.0,136
Autonomous vehicles,201.0,people’s attitudes to autonomous vehicles,1.0,201.0,1.0,21.0,5.0,2.2,147.0,137
Autonomous vehicles,201.0,"deep learning models for traffic flow prediction in autonomous vehicles: a review, solutions, and challenges",1.0,201.0,1.0,22.0,5.0,2.2,147.29999999999998,138
Autonomous vehicles,201.0,m4depth: a motion-based approach for monocular depth estimation on video sequences,1.0,67.0,4.0,201.0,1.0,2.2,147.39999999999998,139
Autonomous vehicles,201.0,will consumers prefer shared and pooled-use autonomous vehicles? a stated choice experiment with swiss households,1.0,201.0,1.0,23.0,5.0,2.2,147.6,140
Autonomous vehicles,201.0,deeptest: automated testing of deep-neural-network-driven autonomous cars,1.0,68.0,4.0,201.0,1.0,2.2,147.8,141
Autonomous vehicles,201.0,cross-domain car detection using unsupervised image-to-image translation: from day to night,1.0,69.0,4.0,201.0,1.0,2.2,148.2,142
Autonomous vehicles,201.0,path-following control of autonomous underwater vehicles subject to velocity and input constraints via neurodynamic optimization,1.0,201.0,1.0,25.0,5.0,2.2,148.2,143
Autonomous vehicles,201.0,eliminating the blind spot: adapting 3d object detection and monocular depth estimation to 360° panoramic imagery,1.0,70.0,4.0,201.0,1.0,2.2,148.6,144
Autonomous vehicles,201.0,cnn-based lidar point cloud de-noising in adverse weather,1.0,71.0,4.0,201.0,1.0,2.2,149.0,145
Autonomous vehicles,201.0,the role of environmental concern in the public acceptance of autonomous electric vehicles: a survey from china,1.0,201.0,1.0,28.0,5.0,2.2,149.1,146
Autonomous vehicles,201.0,hp-gan: probabilistic 3d human motion prediction via gan,1.0,72.0,4.0,201.0,1.0,2.2,149.39999999999998,147
Autonomous vehicles,201.0,"dynamic ride-sharing and fleet sizing for a system of shared autonomous vehicles in austin, texas",1.0,201.0,1.0,29.0,5.0,2.2,149.39999999999998,148
Autonomous vehicles,201.0,real-time fusion network for rgb-d semantic segmentation incorporating unexpected obstacle detection for road-driving images,1.0,73.0,4.0,201.0,1.0,2.2,149.8,149
Autonomous vehicles,201.0,"autonomous vehicles, risk perceptions and insurance demand: an individual survey in china",1.0,201.0,1.0,31.0,5.0,2.2,150.0,150
Autonomous vehicles,201.0,formal security analysis of neural networks using symbolic intervals,1.0,74.0,4.0,201.0,1.0,2.2,150.2,151
Autonomous vehicles,201.0,tactile internet for autonomous vehicles: latency and reliability analysis,1.0,201.0,1.0,32.0,5.0,2.2,150.29999999999998,152
Autonomous vehicles,201.0,top-view trajectories: a pedestrian dataset of vehicle-crowd interaction from controlled experiments and crowded campus,1.0,75.0,4.0,201.0,1.0,2.2,150.6,153
Autonomous vehicles,201.0,the cognitive internet of vehicles for autonomous driving,1.0,201.0,1.0,33.0,5.0,2.2,150.6,154
Autonomous vehicles,201.0,topo-boundary: a benchmark dataset on topological road-boundary detection using aerial images for autonomous driving,1.0,76.0,4.0,201.0,1.0,2.2,151.0,155
Autonomous vehicles,201.0,icurb: imitation learning-based detection of road curbs using aerial images for autonomous driving,1.0,77.0,4.0,201.0,1.0,2.2,151.39999999999998,156
Autonomous vehicles,201.0,daedalus: breaking non-maximum suppression in object detection via adversarial examples,1.0,78.0,4.0,201.0,1.0,2.2,151.8,157
Autonomous vehicles,201.0,sienet: spatial information enhancement network for 3d object detection from point cloud,1.0,79.0,4.0,201.0,1.0,2.2,152.2,158
Autonomous vehicles,201.0,pedestrian action anticipation using contextual feature fusion in stacked rnns,1.0,80.0,4.0,201.0,1.0,2.2,152.6,159
Autonomous vehicles,201.0,toward hierarchical self-supervised monocular absolute depth estimation for autonomous driving applications,1.0,81.0,4.0,201.0,1.0,2.2,153.0,160
Autonomous vehicles,201.0,inferring distributions over depth from a single image,1.0,82.0,4.0,201.0,1.0,2.2,153.39999999999998,161
Autonomous vehicles,201.0,tensorfi: a flexible fault injection framework for tensorflow applications,1.0,83.0,4.0,201.0,1.0,2.2,153.8,162
Autonomous vehicles,201.0,minkloc++: lidar and monocular image fusion for place recognition,1.0,84.0,4.0,201.0,1.0,2.2,154.2,163
Autonomous vehicles,201.0,birdnet+: end-to-end 3d object detection in lidar bird's eye view,1.0,85.0,4.0,201.0,1.0,2.2,154.6,164
Autonomous vehicles,201.0,fast deep stereo with 2d convolutional processing of cost signatures,1.0,86.0,4.0,201.0,1.0,2.2,155.0,165
Autonomous vehicles,201.0,birdnet: a 3d object detection framework from lidar information,1.0,87.0,4.0,201.0,1.0,2.2,155.39999999999998,166
Autonomous vehicles,201.0,domain generalization for vision-based driving trajectory generation,1.0,88.0,4.0,201.0,1.0,2.2,155.8,167
Autonomous vehicles,201.0,kprnet: improving projection-based lidar semantic segmentation,1.0,89.0,4.0,201.0,1.0,2.2,156.2,168
Autonomous vehicles,201.0,fooling lidar perception via adversarial trajectory perturbation,1.0,90.0,4.0,201.0,1.0,2.2,156.6,169
Autonomous vehicles,201.0,understanding object detection through an adversarial lens,1.0,91.0,4.0,201.0,1.0,2.2,157.0,170
Autonomous vehicles,201.0,spatiotemporal relationship reasoning for pedestrian intent prediction,1.0,92.0,4.0,201.0,1.0,2.2,157.39999999999998,171
Autonomous vehicles,201.0,high-resolution traffic sensing with autonomous vehicles,1.0,93.0,4.0,201.0,1.0,2.2,157.8,172
Autonomous vehicles,201.0,a comparative study of high-recall real-time semantic segmentation based on swift factorized network,1.0,94.0,4.0,201.0,1.0,2.2,158.2,173
Autonomous vehicles,201.0,cm3: cooperative multi-goal multi-stage multi-agent reinforcement learning,1.0,95.0,4.0,201.0,1.0,2.2,158.6,174
Autonomous vehicles,201.0,radar+rgb attentive fusion for robust object detection in autonomous vehicles,1.0,96.0,4.0,201.0,1.0,2.2,159.0,175
Autonomous vehicles,201.0,towards safety verification of direct perception neural networks,1.0,97.0,4.0,201.0,1.0,2.2,159.39999999999998,176
Autonomous vehicles,201.0,mantra: memory augmented networks for multiple trajectory prediction,1.0,98.0,4.0,201.0,1.0,2.2,159.8,177
Autonomous vehicles,201.0,learning to move with affordance maps,1.0,99.0,4.0,201.0,1.0,2.2,160.2,178
Autonomous vehicles,201.0,toward improving confidence in autonomous vehicle software: a study on traffic sign recognition systems,1.0,100.0,4.0,201.0,1.0,2.2,160.6,179
Autonomous vehicles,6.0,"computer vision for autonomous vehicles: problems, datasets and state of the art",5.0,201.0,1.0,201.0,1.0,2.1999999999999997,142.5,180
Autonomous vehicles,7.0,on the future of transportation in an era of automated and autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,142.8,181
Autonomous vehicles,9.0,the coming collision between autonomous vehicles and the liability system,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,143.4,182
Autonomous vehicles,16.0,an integrated architecture for autonomous vehicles simulation,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,145.5,183
Autonomous vehicles,17.0,autonomous vehicles in support of naval operations,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,145.8,184
Autonomous vehicles,21.0,sensor technology in autonomous vehicles: a review,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,147.0,185
Autonomous vehicles,22.0,autonomous vehicles control in the vislab intercontinental autonomous challenge,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,147.3,186
Autonomous vehicles,24.0,planning long dynamically feasible maneuvers for autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,147.9,187
Autonomous vehicles,27.0,people must retain control of autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,148.8,188
Autonomous vehicles,116.0,path planning for autonomous vehicles using model predictive control,3.0,201.0,1.0,112.0,3.0,2.1999999999999997,148.8,189
Autonomous vehicles,29.0,some pitfalls in the promises of automated and autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,149.4,190
Autonomous vehicles,37.0,cooperative control of dynamical systems: applications to autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,151.8,191
Autonomous vehicles,38.0,simulation in development and testing of autonomous vehicles,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,152.10000000000002,192
Autonomous vehicles,39.0,toward reliable off road autonomous vehicles operating in challenging environments,5.0,201.0,1.0,201.0,1.0,2.1999999999999997,152.4,193
Autonomous vehicles,40.0,"coordinating hundreds of cooperative, autonomous vehicles in warehouses",5.0,201.0,1.0,201.0,1.0,2.1999999999999997,152.7,194
Autonomous vehicles,113.0,use of iot technology to drive the automotive industry from connected to full autonomous vehicles,3.0,201.0,1.0,141.0,3.0,2.1999999999999997,156.60000000000002,195
Autonomous vehicles,154.0,risk analysis of autonomous vehicles in mixed traffic streams,3.0,201.0,1.0,118.0,3.0,2.1999999999999997,162.0,196
Autonomous vehicles,171.0,no need to worry about adversarial examples in object detection in autonomous vehicles,3.0,201.0,1.0,105.0,3.0,2.1999999999999997,163.2,197
Autonomous vehicles,188.0,no need to worry about adversarial examples in object detection in autonomous vehicles,3.0,201.0,1.0,105.0,3.0,2.1999999999999997,168.3,198
Autonomous vehicles,170.0,towards trusted autonomous vehicles from vulnerable road users perspective,3.0,201.0,1.0,134.0,3.0,2.1999999999999997,171.6,199
Autonomous vehicles,108.0,lateral control of autonomous vehicles based on fuzzy logic,3.0,201.0,1.0,196.0,3.0,2.1999999999999997,171.60000000000002,200
Autonomous vehicles,176.0,exploring the impact of shared autonomous vehicles on urban parking demand: an agent-based simulation approach,3.0,201.0,1.0,136.0,3.0,2.1999999999999997,174.0,201
Autonomous vehicles,189.0,exploring the impact of shared autonomous vehicles on urban parking demand: an agent-based simulation approach,3.0,201.0,1.0,136.0,3.0,2.1999999999999997,177.89999999999998,202
Autonomous vehicles,187.0,remote parking for autonomous vehicles,3.0,201.0,1.0,144.0,3.0,2.1999999999999997,179.7,203
Autonomous vehicles,182.0,the impact of cooperative perception on decision making and planning of autonomous vehicles,3.0,201.0,1.0,174.0,3.0,2.1999999999999997,187.2,204
Autonomous vehicles,181.0,formalising traffic rules for accountability of autonomous vehicles,3.0,201.0,1.0,176.0,3.0,2.1999999999999997,187.5,205
Autonomous vehicles,162.0,model predictive coordination of autonomous vehicles crossing intersections,3.0,201.0,1.0,197.0,3.0,2.1999999999999997,188.1,206
Autonomous vehicles,43.0,time for autonomous vehicles to connect,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,153.60000000000002,207
Autonomous vehicles,44.0,artificial intelligence applications in the development of autonomous vehicles: a survey,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,153.9,208
Autonomous vehicles,45.0,a review of intelligent systems software for autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,154.2,209
Autonomous vehicles,46.0,ems-vision: a perceptual system for autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,154.5,210
Autonomous vehicles,47.0,practical solutions for machine learning safety in autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,154.8,211
Autonomous vehicles,48.0,connected & autonomous vehicles–environmental impacts–a review,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,155.10000000000002,212
Autonomous vehicles,52.0,will autonomous vehicles make us sick,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,156.3,213
Autonomous vehicles,53.0,a comparative study of state-of-the-art driving strategies for autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,156.60000000000002,214
Autonomous vehicles,55.0,"internet of autonomous vehicles: architecture, features, and socio-technological challenges",4.0,201.0,1.0,201.0,1.0,1.9000000000000001,157.2,215
Autonomous vehicles,56.0,path planning for autonomous vehicles in unknown semi-structured environments,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,157.5,216
Autonomous vehicles,58.0,environmental monitoring using autonomous vehicles: a survey of recent searching techniques,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,158.10000000000002,217
Autonomous vehicles,62.0,autonomous vehicles: basic issues,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,159.3,218
Autonomous vehicles,66.0,developing operator capacity estimates for supervisory control of autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,160.5,219
Autonomous vehicles,67.0,the darpa urban challenge: autonomous vehicles in city traffic,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,160.8,220
Autonomous vehicles,68.0,real-time motion planning for agile autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,161.10000000000002,221
Autonomous vehicles,69.0,the rise of radar for autonomous vehicles: signal processing solutions and future research directions,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,161.4,222
Autonomous vehicles,70.0,preparing communities for autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,161.7,223
Autonomous vehicles,71.0,autonomous vehicles: autodriver algorithm and vehicle dynamics,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,162.0,224
Autonomous vehicles,72.0,the potential implications of autonomous vehicles in and around the workplace,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,162.3,225
Autonomous vehicles,73.0,cooperative control of dynamical systems with application to autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,162.60000000000002,226
Autonomous vehicles,74.0,fundamental and special legal questions for autonomous vehicles,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,162.9,227
Autonomous vehicles,77.0,50th anniversary invited article—autonomous vehicles and connected vehicle systems: flow and operations considerations,4.0,201.0,1.0,201.0,1.0,1.9000000000000001,163.8,228
